測站,監測日期,監測時間,測站氣壓(hPa),溫度(℃),相對溼度(%),風速(m/s),降水量(mm),日照時數(小時)
臺北,2016/6/13,04:06:00,999.9,25.6,87,0.6,3,-
臺北,2016/6/13,03:06:00,999.8,25.9,84,1.6,2,-
臺北,2016/6/13,02:06:00,999,27.1,77,1.9,0,-
臺北,2016/6/13,01:06:00,998.7,27,79,1.4,0,-
臺北,2016/6/13,00:06:00,"1,000.30",28.3,71,1.3,0,-
臺北,2016/6/12,23:06:00,999.9,27.2,80,2.1,0,-
臺北,2016/6/12,22:06:00,"1,000.50",27.8,74,0.3,0,-
臺北,2016/6/12,21:06:00,"1,000.30",28.4,69,1.7,0,-
臺北,2016/6/12,20:06:00,"1,000.70",27.7,74,1.9,0,-
臺北,2016/6/12,19:06:00,"1,001.20",27.2,75,2.4,0,0
臺北,2016/6/12,18:06:00,"1,000.80",29.4,67,1.8,0,0
臺北,2016/6/12,17:06:00,999.8,29.5,66,0.3,0,0
臺北,2016/6/12,16:06:00,999.8,29.8,67,1.2,0,0
臺北,2016/6/12,15:06:00,"1,001.10",31.2,64,1.9,0,0
臺北,2016/6/12,14:06:00,"1,000.60",31.4,66,0.5,0,0
臺北,2016/6/12,13:06:00,"1,001.30",30.9,67,0.1,0,0
臺北,2016/6/12,12:06:00,"1,001.50",32,62,0.6,0,0
臺北,2016/6/12,11:06:00,"1,001.60",32.5,58,1,0,0.2
臺北,2016/6/12,10:06:00,"1,002",31.2,68,0.8,0,0.1
臺北,2016/6/12,09:06:00,"1,002.70",29.5,74,1.1,0,0
臺北,2016/6/12,08:06:00,"1,003",28,77,1.1,0,0
臺北,2016/6/12,07:06:00,"1,002.90",27.1,80,0.8,0,0
臺北,2016/6/12,06:06:00,"1,003.10",26.6,81,1.2,0,0
臺北,2016/6/12,05:06:00,"1,002.50",26.2,82,0.2,0,-
臺北,2016/6/12,04:06:00,"1,002.10",26.3,81,0.5,0,-
臺北,2016/6/12,03:06:00,"1,002.40",26.4,81,0.3,0,-
臺北,2016/6/12,02:06:00,"1,002.80",26.7,80,1.4,0,-
臺北,2016/6/12,01:06:00,"1,003.60",27,79,0.8,0,-
臺北,2016/6/12,00:06:00,999.3,27,80,1.5,0,-
臺北,2016/6/11,23:06:00,"1,004.30",27.3,78,0.4,0,-
臺北,2016/6/11,22:06:00,"1,004.30",27.7,77,1.1,0,-
臺北,2016/6/11,21:06:00,"1,004",27.8,75,0.9,0,-
臺北,2016/6/11,20:06:00,"1,003.50",27.8,75,1.1,0,-
臺北,2016/6/11,19:06:00,"1,003.20",28.2,71,1.6,0,0
臺北,2016/6/11,18:06:00,"1,003",28.6,71,2.4,0,0
臺北,2016/6/11,17:06:00,"1,002.70",28.6,76,2.2,0,0
臺北,2016/6/11,16:06:00,"1,002.50",28.9,81,0.6,0,0
臺北,2016/6/11,15:06:00,"1,002.90",27.7,83,0.8,0,0
臺北,2016/6/11,14:06:00,"1,003.50",27.1,88,1.4,1,0
臺北,2016/6/11,13:06:00,"1,003.50",27.4,86,0.5,2,0
臺北,2016/6/11,12:06:00,"1,003.70",27.1,83,0.6,4,0
臺北,2016/6/11,11:06:00,"1,003.80",29.1,74,2,0,0
臺北,2016/6/11,10:06:00,"1,003.90",29,73,0.9,0,0
臺北,2016/6/11,09:06:00,"1,003.90",28.3,76,0.4,0,0
臺北,2016/6/11,08:06:00,"1,004",28.1,78,0.1,0,0.1
臺北,2016/6/11,07:06:00,"1,004.10",26.9,81,0.6,0,0
臺北,2016/6/11,06:06:00,"1,003.70",26.2,84,0.6,0,0
臺北,2016/6/11,05:06:00,"1,003.10",26,81,0.6,0,-
臺北,2016/6/11,04:06:00,"1,002.60",25.8,80,1,0,-
臺北,2016/6/11,03:06:00,"1,002.50",25.8,82,0.8,0,-
臺北,2016/6/11,02:06:00,"1,002.90",26,83,0.6,0,-
臺北,2016/6/11,01:06:00,"1,003.50",26.1,83,0.6,0,-
臺北,2016/6/11,00:06:00,"1,004",26.9,80,0.8,0,-
臺北,2016/6/10,23:06:00,"1,004.60",26.7,81,0.8,0,-
臺北,2016/6/10,22:06:00,"1,005",26.9,82,0.8,0,-
臺北,2016/6/10,21:06:00,"1,005.10",26.9,79,0.9,0,-
臺北,2016/6/10,20:06:00,"1,004.70",26.8,81,0.9,0,-
臺北,2016/6/10,19:06:00,"1,004.20",26.9,81,1.2,0,0
臺北,2016/6/10,18:06:00,"1,004",27.3,79,1.8,0,0
臺北,2016/6/10,17:06:00,"1,003.90",28.1,77,0.7,0,0
臺北,2016/6/10,16:06:00,"1,003.90",27.9,75,0.9,0,0
臺北,2016/6/10,15:06:00,"1,003.80",28.1,76,2.1,0,0
臺北,2016/6/10,14:06:00,"1,004",28.2,79,2,0,0
臺北,2016/6/10,13:06:00,"1,004.70",27,82,3.4,3,0
臺北,2016/6/10,12:06:00,"1,004.60",29.1,72,1.4,0,0
臺北,2016/6/10,11:06:00,"1,004.70",30.9,68,0.6,0,0
臺北,2016/6/10,10:06:00,"1,005.20",30.1,69,0.2,0,0
臺北,2016/6/10,09:06:00,"1,005.40",29.1,71,0.3,0,0
臺北,2016/6/10,08:06:00,"1,005.50",28,74,0.9,0,0
臺北,2016/6/10,07:06:00,"1,005.40",26.9,76,1,0,0
臺北,2016/6/10,06:06:00,"1,005",26.2,75,1.5,0,0
臺北,2016/6/10,05:06:00,"1,004.50",25.7,76,0.5,0,-
臺北,2016/6/10,04:06:00,"1,004.10",26.1,76,1.6,0,-
臺北,2016/6/10,03:06:00,"1,004.30",26.2,76,1.2,0,-
臺北,2016/6/10,02:06:00,"1,004.10",26.1,74,1.4,0,-
臺北,2016/6/10,01:06:00,"1,004.10",26.5,72,0.9,0,-
臺北,2016/6/10,00:06:00,"1,004.20",26.4,81,1.4,0,-
臺北,2016/6/9,23:06:00,"1,004.50",27.9,70,1.9,0,-
臺北,2016/6/9,22:06:00,"1,004.90",27.6,73,3,0,-
臺北,2016/6/9,21:06:00,"1,004.40",27.7,75,2.3,0,-
臺北,2016/6/9,20:06:00,"1,004.30",27.8,77,2.5,0,-
臺北,2016/6/9,19:06:00,"1,003.90",27.6,78,1.6,0,0
臺北,2016/6/9,18:06:00,"1,003.50",27.3,81,1.7,0,0
臺北,2016/6/9,17:06:00,"1,003.70",27.5,84,1,0,0
臺北,2016/6/9,16:06:00,"1,003.60",26.8,86,0.8,12,0
臺北,2016/6/9,15:06:00,"1,003.80",25.9,83,2.6,19,0
臺北,2016/6/9,14:06:00,"1,002.40",29.7,68,3,0,0
臺北,2016/6/9,13:06:00,"1,002.70",30.9,62,2.8,0,0.6
臺北,2016/6/9,12:06:00,"1,003",34.8,58,1.4,0,1
臺北,2016/6/9,11:06:00,"1,003.60",33.8,60,1.6,0,0.8
臺北,2016/6/9,10:06:00,"1,004",32.6,58,0.7,0,0.9
臺北,2016/6/9,09:06:00,"1,004.30",31.1,63,0.4,0,1
臺北,2016/6/9,08:06:00,"1,004.80",29.7,66,0.9,0,0.5
臺北,2016/6/9,07:06:00,"1,004.60",27.4,72,1,0,0
臺北,2016/6/9,06:06:00,"1,003.90",26.6,73,1.5,0,0
臺北,2016/6/9,05:06:00,"1,003.50",26.7,72,1.3,0,-
臺北,2016/6/9,04:06:00,"1,003.30",26.8,71,1.2,0,-
臺北,2016/6/9,03:06:00,"1,003.20",26.8,70,1.4,0,-
臺北,2016/6/9,02:06:00,"1,003.20",27.2,68,1.9,0,-
臺北,2016/6/9,01:06:00,"1,003.40",27.5,68,0.9,0,-
臺北,2016/6/9,00:06:00,"1,004.30",26.9,74,1.1,0,-
臺北,2016/6/8,23:06:00,"1,004.30",28,66,2.3,0,-
臺北,2016/6/8,22:06:00,"1,004.10",28.1,67,2.4,0,-
臺北,2016/6/8,21:06:00,"1,003.50",28.4,67,1.1,0,-
臺北,2016/6/8,20:06:00,"1,002.80",29.2,63,2,0,-
臺北,2016/6/8,19:06:00,"1,002.60",29.8,60,1.3,0,0
臺北,2016/6/8,18:06:00,"1,001.80",29.9,59,1.4,0,0
臺北,2016/6/8,17:06:00,"1,001.30",29.7,60,1.3,0,0.4
臺北,2016/6/8,16:06:00,"1,002",30.3,60,3.9,0,0.7
臺北,2016/6/8,15:06:00,"1,003.10",30.3,62,4.3,0,0.4
臺北,2016/6/8,14:06:00,"1,003.40",30.8,62,3,0,0.2
臺北,2016/6/8,13:06:00,"1,003.50",33,58,1.8,0,0.4
臺北,2016/6/8,12:06:00,"1,003.70",32.5,55,0.6,0,0.5
臺北,2016/6/8,11:06:00,"1,004.10",33,58,1.1,0,0.4
臺北,2016/6/8,10:06:00,"1,004.60",31.6,60,0.9,0,0.7
臺北,2016/6/8,09:06:00,"1,004.80",30.5,64,0.9,0,0.6
臺北,2016/6/8,08:06:00,"1,004.70",28.4,70,0.6,0,0.5
臺北,2016/6/8,07:06:00,"1,004.70",26.4,76,1.1,0,0.4
臺北,2016/6/8,06:06:00,"1,004.50",25.3,77,1.9,0,0
臺北,2016/6/8,05:06:00,"1,004.30",25,76,0.7,0,-
臺北,2016/6/8,04:06:00,"1,004.10",25.2,75,1.9,0,-
臺北,2016/6/8,03:06:00,"1,003.90",25.3,75,1.7,0,-
臺北,2016/6/8,02:06:00,"1,003.90",25.5,75,1.7,0,-
臺北,2016/6/8,01:06:00,"1,004.50",25.8,74,1.6,0,-
臺北,2016/6/8,00:06:00,"1,003.90",27.9,66,1.6,0,-
臺北,2016/6/7,23:06:00,"1,005.40",26.6,73,1.8,0,-
臺北,2016/6/7,22:06:00,"1,005.50",27.1,72,1.4,0,-
臺北,2016/6/7,21:06:00,"1,005.30",27.6,70,1.2,0,-
臺北,2016/6/7,20:06:00,"1,005",27.8,70,1.5,0,-
臺北,2016/6/7,19:06:00,"1,004.50",27.7,68,2.3,0,0.1
臺北,2016/6/7,18:06:00,"1,003.90",28.7,70,2.2,0,0.2
臺北,2016/6/7,17:06:00,"1,003.70",28,71,3.5,0,0.1
臺北,2016/6/7,16:06:00,"1,003.70",28.1,72,3,0,0
臺北,2016/6/7,15:06:00,"1,003.90",29.4,71,2.9,0,0
臺北,2016/6/7,14:06:00,"1,003.90",32,63,1.8,0,0.3
臺北,2016/6/7,13:06:00,"1,004.30",32.2,62,1.6,0,0.7
臺北,2016/6/7,12:06:00,"1,004.70",33.2,62,0.5,0,0.9
臺北,2016/6/7,11:06:00,"1,005.60",31.5,66,0.8,0,0.8
臺北,2016/6/7,10:06:00,"1,006.20",30.5,72,0.5,0,0.4
臺北,2016/6/7,09:06:00,"1,006.70",28.2,80,0.4,0,0
臺北,2016/6/7,08:06:00,"1,006.80",26.7,83,0.6,0,0
臺北,2016/6/7,07:06:00,"1,006.60",25.3,85,0.6,2,0
臺北,2016/6/7,06:06:00,"1,006.50",25.2,81,1.2,2,0
臺北,2016/6/7,05:06:00,"1,005.70",25.4,82,0.6,0,-
臺北,2016/6/7,04:06:00,"1,005.70",25.4,83,1.6,0,-
臺北,2016/6/7,03:06:00,"1,005.50",25.3,86,0.9,0,-
臺北,2016/6/7,02:06:00,"1,005.80",25.5,84,1.6,0,-
臺北,2016/6/7,01:06:00,"1,006.10",25.4,86,0.9,0,-
臺北,2016/6/7,00:06:00,"1,005",26.1,74,1.8,0,-
臺北,2016/6/6,23:06:00,"1,006.80",25.6,87,1.3,0,-
臺北,2016/6/6,22:06:00,"1,007",26,87,0.2,0,-
臺北,2016/6/6,21:06:00,"1,006.40",26,87,1.1,0,-
臺北,2016/6/6,20:06:00,"1,005.80",25.6,86,0.5,0,-
臺北,2016/6/6,19:06:00,"1,005.60",25.8,85,0.6,8,0
臺北,2016/6/6,18:06:00,"1,005.40",25.9,85,2.4,8,0
臺北,2016/6/6,17:06:00,"1,004.90",27.4,82,0.6,0,0.1
臺北,2016/6/6,16:06:00,"1,005.20",26.7,84,0.5,5,0
臺北,2016/6/6,15:06:00,"1,005.50",27.3,78,1.2,0,0
臺北,2016/6/6,14:06:00,"1,005.50",28,79,0.3,0,0
臺北,2016/6/6,13:06:00,"1,005.80",28,80,1.5,1,0
臺北,2016/6/6,12:06:00,"1,006.20",26.9,83,0.7,1,0
臺北,2016/6/6,11:06:00,"1,006.70",26.9,85,0.4,10,0
臺北,2016/6/6,10:06:00,"1,006.50",28,78,0.8,1,0.1
臺北,2016/6/6,09:06:00,"1,006.40",28,76,0.3,0,0
臺北,2016/6/6,08:06:00,"1,006.20",28.4,73,1.1,0,0.1
臺北,2016/6/6,07:06:00,"1,006",26.2,77,1.1,0,0.1
臺北,2016/6/6,06:06:00,"1,005.80",25.6,79,0.8,0,0
臺北,2016/6/6,05:06:00,"1,005.40",25,80,0.8,0,-
臺北,2016/6/6,04:06:00,"1,005.20",25.1,80,1.1,0,-
臺北,2016/6/6,03:06:00,"1,005",24.8,82,1,0,-
臺北,2016/6/6,02:06:00,"1,005.40",25.2,82,1.2,0,-
臺北,2016/6/6,01:06:00,"1,005.60",25,82,0.2,0,-
臺北,2016/6/6,00:06:00,"1,006.60",25.6,86,1.1,0,-
臺北,2016/6/5,23:06:00,"1,006.80",25.3,82,0.8,0,-
臺北,2016/6/5,22:06:00,"1,007.20",24.8,85,1.7,0,-
臺北,2016/6/5,21:06:00,"1,007.20",25.3,83,1.6,0,-
臺北,2016/6/5,20:06:00,"1,007.40",25,83,1,3,-
臺北,2016/6/5,19:06:00,"1,006.70",25,83,1.1,2,0
臺北,2016/6/5,18:06:00,"1,006.10",25,82,1.3,1,0
臺北,2016/6/5,17:06:00,"1,006.30",24.7,82,0.9,6,0
臺北,2016/6/5,16:06:00,"1,005.60",26.5,72,2.3,0,0
臺北,2016/6/5,15:06:00,"1,005.70",27.3,69,4.5,0,0
臺北,2016/6/5,14:06:00,"1,005.10",31.4,68,2.6,0,0.2
臺北,2016/6/5,13:06:00,"1,004.90",31.5,71,2.4,0,0.2
臺北,2016/6/5,12:06:00,"1,005.40",31,75,1.2,0,0
臺北,2016/6/5,11:06:00,"1,005.80",29.9,73,1.4,0,0.3
臺北,2016/6/5,10:06:00,"1,005.40",32.6,60,2.6,0,0.3
臺北,2016/6/5,09:06:00,"1,005.70",31.1,68,0.6,0,0.1
臺北,2016/6/5,08:06:00,"1,005.60",30.1,69,0.5,0,0
臺北,2016/6/5,07:06:00,"1,005.60",29.2,68,1.6,0,0
臺北,2016/6/5,06:06:00,"1,005",28.2,72,1.6,0,0
臺北,2016/6/5,05:06:00,"1,004.70",28.2,71,1.3,0,-
臺北,2016/6/5,04:06:00,"1,004.10",28.8,73,0.2,0,-
臺北,2016/6/5,03:06:00,"1,004",28.9,72,1.1,0,-
臺北,2016/6/5,02:06:00,"1,004",29.3,72,0.4,0,-
臺北,2016/6/5,01:06:00,"1,004.40",29.9,70,0.3,0,-
臺北,2016/6/5,00:06:00,"1,006.10",25.6,79,2,0,-
臺北,2016/6/4,23:06:00,"1,005.10",31,65,0.4,0,-
臺北,2016/6/4,22:06:00,"1,005",31.1,64,0.3,0,-
臺北,2016/6/4,21:06:00,"1,004.10",31.3,63,1,0,-
臺北,2016/6/4,20:06:00,"1,003.70",31.4,62,4.3,0,-
臺北,2016/6/4,19:06:00,"1,003.20",32.1,60,3.4,0,0.1
臺北,2016/6/4,18:06:00,"1,002.70",32.9,60,3.7,0,0.5
臺北,2016/6/4,17:06:00,"1,002.30",33.9,55,3.3,0,0.7
臺北,2016/6/4,16:06:00,"1,001.50",35.6,52,2.7,0,0.6
臺北,2016/6/4,15:06:00,"1,001.40",36.1,51,4.9,0,0.6
臺北,2016/6/4,14:06:00,"1,001.80",35.8,51,3.5,0,0.6
臺北,2016/6/4,13:06:00,"1,001.90",37.1,48,3.4,0,1
臺北,2016/6/4,12:06:00,"1,002.40",35.9,52,4.1,0,0.8
臺北,2016/6/4,11:06:00,"1,002.90",35,51,2.9,0,0.6
臺北,2016/6/4,10:06:00,"1,003.20",34.3,53,2.6,0,0.9
臺北,2016/6/4,09:06:00,"1,003.10",33.6,58,1.7,0,1
臺北,2016/6/4,08:06:00,"1,003",31.3,65,1.1,0,0.7
臺北,2016/6/4,07:06:00,"1,002.70",30,70,1.5,0,0.6
臺北,2016/6/4,06:06:00,"1,002.70",28,73,0.7,0,0
臺北,2016/6/4,05:06:00,"1,002",27.8,75,2,0,-
臺北,2016/6/4,04:06:00,"1,002.10",28.1,76,1,0,-
臺北,2016/6/4,03:06:00,"1,002",28.5,75,1,0,-
臺北,2016/6/4,02:06:00,"1,002.10",29,74,0.4,0,-
臺北,2016/6/4,01:06:00,"1,002.30",29.2,74,1.3,0,-
臺北,2016/6/4,00:06:00,"1,004.90",30.7,66,0.3,0,-
臺北,2016/6/3,23:06:00,"1,002.70",29.3,73,1.6,0,-
臺北,2016/6/3,22:06:00,"1,002.20",29.8,71,2.8,0,-
臺北,2016/6/3,21:06:00,"1,002.20",31,67,0.9,0,-
臺北,2016/6/3,20:06:00,"1,001.80",31,67,0.1,0,-
臺北,2016/6/3,19:06:00,"1,001.20",31.3,66,2.4,0,0
臺北,2016/6/3,18:06:00,"1,001.10",32.3,64,1.1,0,0.3
臺北,2016/6/3,17:06:00,"1,000.30",32.9,63,1.8,0,0.6
臺北,2016/6/3,16:06:00,"1,000.10",34.4,60,2.8,0,0.6
臺北,2016/6/3,15:06:00,"1,000.20",34.8,59,2.5,0,0.6
臺北,2016/6/3,14:06:00,"1,000.70",35.2,59,2.5,0,0.9
臺北,2016/6/3,13:06:00,"1,001.10",34.6,61,2.5,0,0.5
臺北,2016/6/3,12:06:00,"1,001.90",34,62,0.3,0,0.8
臺北,2016/6/3,11:06:00,"1,002.50",32.4,72,1.1,0,0.4
臺北,2016/6/3,10:06:00,"1,003.40",30.3,76,0.9,0,0
臺北,2016/6/3,09:06:00,"1,003.60",29.1,78,1,0,0
臺北,2016/6/3,08:06:00,"1,003.20",28.1,81,1.7,0,0
臺北,2016/6/3,07:06:00,"1,002.70",27.9,84,2.2,0,0
臺北,2016/6/3,06:06:00,"1,002.40",26.7,88,0.7,0,0
臺北,2016/6/3,05:06:00,"1,002",26.4,88,0.9,0,-
臺北,2016/6/3,04:06:00,"1,002.20",26.2,88,1.1,0,-
臺北,2016/6/3,03:06:00,"1,001.90",26.2,88,0.8,0,-
臺北,2016/6/3,02:06:00,"1,001.80",26,87,1.2,8,-
臺北,2016/6/3,01:06:00,"1,003.50",26.5,84,0.9,1,-
臺北,2016/6/3,00:06:00,"1,003.20",30,72,0.3,0,-
臺北,2016/6/2,23:06:00,"1,004.10",26.6,82,1.6,0,-
臺北,2016/6/2,22:06:00,"1,004.20",26.5,83,2.6,0,-
臺北,2016/6/2,21:06:00,"1,003.80",26.4,83,3.2,0,-
臺北,2016/6/2,20:06:00,"1,003.40",26.4,84,2.5,0,-
臺北,2016/6/2,19:06:00,"1,002.50",26.4,83,3.2,0,0
臺北,2016/6/2,18:06:00,"1,001.90",26.5,82,4.2,1,0
臺北,2016/6/2,17:06:00,"1,001.50",27.1,83,2.3,1,0
臺北,2016/6/2,16:06:00,"1,001.20",27.1,83,1,0,0
臺北,2016/6/2,15:06:00,"1,001.70",26.8,87,1.3,2,0
臺北,2016/6/2,14:06:00,"1,001.90",27,84,1.2,10,0
臺北,2016/6/2,13:06:00,"1,002.40",26.4,85,1,4,0
臺北,2016/6/2,12:06:00,"1,002.60",26.3,86,1.1,14,0
臺北,2016/6/2,11:06:00,"1,003.30",26.7,84,2,6,0
臺北,2016/6/2,10:06:00,"1,002.20",27.3,79,1.4,0,0
臺北,2016/6/2,09:06:00,"1,002.50",29.3,66,0.9,0,0
臺北,2016/6/2,08:06:00,"1,001.90",29.3,66,1.5,0,0
臺北,2016/6/2,07:06:00,"1,001.10",29.7,63,1.3,0,0
臺北,2016/6/2,06:06:00,999.7,29.3,64,1.8,0,0
臺北,2016/6/2,05:06:00,999.7,29.2,64,0.8,0,-
臺北,2016/6/2,04:06:00,"1,000.20",29.9,61,1.6,0,-
臺北,2016/6/2,03:06:00,"1,000",30.3,60,1.8,0,-
臺北,2016/6/2,02:06:00,999.7,29.8,66,1.3,0,-
臺北,2016/6/2,01:06:00,"1,000.60",30.5,58,1.4,0,-
臺北,2016/6/2,00:06:00,"1,003.70",26.4,82,2.5,1,-
臺北,2016/6/1,23:06:00,"1,001.50",31.1,59,1.9,0,-
臺北,2016/6/1,22:06:00,"1,001.70",31.4,60,2.5,0,-
臺北,2016/6/1,21:06:00,"1,001.10",31.5,64,0.9,0,-
臺北,2016/6/1,20:06:00,"1,000.10",32,63,1.3,0,-
臺北,2016/6/1,19:06:00,999.1,33.4,56,2.2,0,0
臺北,2016/6/1,18:06:00,998.3,35.2,48,2.1,0,0.1
臺北,2016/6/1,17:06:00,997.3,37.6,39,2.6,0,0.6
臺北,2016/6/1,16:06:00,997.5,38.2,38,2.7,0,0.7
臺北,2016/6/1,15:06:00,998.3,38.5,40,4,0,0.9
臺北,2016/6/1,14:06:00,999,38.1,41,4.1,0,1
臺北,2016/6/1,13:06:00,"1,000.30",37.7,46,4,0,1
臺北,2016/6/1,12:06:00,"1,000.90",37.2,44,3.8,0,1
臺北,2016/6/1,11:06:00,"1,001.40",35.4,49,4,0,1
臺北,2016/6/1,10:06:00,"1,002.20",34.3,54,5.5,0,1
臺北,2016/6/1,09:06:00,"1,002.20",33.3,58,2,0,0.5
臺北,2016/6/1,08:06:00,"1,003",30.1,62,2.8,0,0
臺北,2016/6/1,07:06:00,"1,003.30",30.5,63,2.4,0,0.7
臺北,2016/6/1,06:06:00,"1,002.70",29.4,64,3.6,0,0.1
臺北,2016/6/1,05:06:00,"1,001.90",28.9,68,1.7,0,-
臺北,2016/6/1,04:06:00,"1,001.80",29.2,68,1.8,0,-
臺北,2016/6/1,03:06:00,"1,001.80",29.6,69,0.5,0,-
臺北,2016/6/1,02:06:00,"1,002.30",29.1,72,0.3,0,-
臺北,2016/6/1,01:06:00,"1,002.90",29.2,72,1.1,0,-
臺北,2016/6/1,00:06:00,"1,000.60",31,58,1.6,0,-
臺北,2016/5/31,23:05:00,"1,004.50",30.1,69,1.4,0,-
臺北,2016/5/31,22:05:00,"1,004.60",30.6,67,1,0,-
臺北,2016/5/31,21:05:00,"1,004.20",30.8,66,2.2,0,-
臺北,2016/5/31,20:05:00,"1,003.90",31.2,64,3,0,-
臺北,2016/5/31,19:05:00,"1,003.40",32.4,58,0.4,0,0
臺北,2016/5/31,18:05:00,"1,003.10",33.3,55,1.2,0,0.6
臺北,2016/5/31,17:05:00,"1,002.90",34.6,52,1.1,0,0.7
臺北,2016/5/31,16:05:00,"1,002.90",35.8,51,1.4,0,0.7
臺北,2016/5/31,15:05:00,"1,003.50",36.7,50,1.5,0,0.7
臺北,2016/5/31,14:05:00,"1,004",35.7,55,2.2,0,0.3
臺北,2016/5/31,13:05:00,"1,004.30",35.5,55,3.4,0,0.5
臺北,2016/5/31,12:05:00,"1,005",35.3,56,2.4,0,0.4
臺北,2016/5/31,11:05:00,"1,005.50",34.4,54,2.6,0,0.5
臺北,2016/5/31,10:05:00,"1,005.90",34.2,57,1.5,0,0.7
臺北,2016/5/31,09:05:00,"1,006.30",32.8,63,0.8,0,1
臺北,2016/5/31,08:05:00,"1,006.70",30.9,70,1.3,0,0.8
臺北,2016/5/31,07:05:00,"1,006.60",29,74,1.1,0,0.3
臺北,2016/5/31,06:05:00,"1,006",27.9,74,1.9,0,0
臺北,2016/5/31,05:05:00,"1,005.40",27.9,75,1.1,0,-
臺北,2016/5/31,04:05:00,"1,004.80",28.3,75,1.3,0,-
臺北,2016/5/31,03:05:00,"1,004.90",28.2,75,1.1,0,-
臺北,2016/5/31,02:05:00,"1,004.90",28.5,75,1.4,0,-
臺北,2016/5/31,01:05:00,"1,005.30",29.5,72,1.6,0,-
臺北,2016/5/31,00:05:00,"1,003.90",29.8,71,1.5,0,-
臺北,2016/5/30,23:05:00,"1,006.50",29.2,72,0.1,0,-
臺北,2016/5/30,22:05:00,"1,006.50",29.1,74,2.5,0,-
臺北,2016/5/30,21:05:00,"1,006.40",30.2,71,0.7,0,-
臺北,2016/5/30,20:05:00,"1,006.10",29.8,72,1.6,0,-
臺北,2016/5/30,19:05:00,"1,005.30",30.4,71,1.5,0,0
臺北,2016/5/30,18:05:00,"1,004.70",30.1,70,2,0,0
臺北,2016/5/30,17:05:00,"1,004.50",30.9,65,0.9,0,0
臺北,2016/5/30,16:05:00,"1,004.20",32.3,66,1,0,0
臺北,2016/5/30,15:05:00,"1,003.90",33.5,64,1.5,0,0.3
臺北,2016/5/30,14:05:00,"1,003.90",34,58,3.3,0,0.5
臺北,2016/5/30,13:05:00,"1,004.30",35.2,56,3,0,0.6
臺北,2016/5/30,12:05:00,"1,004.80",35.6,56,2.1,0,0.7
臺北,2016/5/30,11:05:00,"1,005.20",34.7,58,1.2,0,0.4
臺北,2016/5/30,10:05:00,"1,005.20",32.9,61,2.6,0,0.2
臺北,2016/5/30,09:05:00,"1,005.50",32.6,63,2.4,0,0.5
臺北,2016/5/30,08:05:00,"1,005.50",30.8,68,1.2,0,0.3
臺北,2016/5/30,07:05:00,"1,005",29.4,71,0.8,0,0.2
臺北,2016/5/30,06:05:00,"1,004.40",29.2,71,1.7,0,0
臺北,2016/5/30,05:05:00,"1,003.60",29.3,69,2.2,0,-
臺北,2016/5/30,04:05:00,"1,003.50",29.5,70,1.5,0,-
臺北,2016/5/30,03:05:00,"1,003.40",29.4,71,0.5,0,-
臺北,2016/5/30,02:05:00,"1,003.60",29.5,70,1.8,0,-
臺北,2016/5/30,01:05:00,"1,003.80",29.8,69,1.1,0,-
臺北,2016/5/30,00:05:00,"1,006",29.7,71,2,0,-
臺北,2016/5/29,23:05:00,"1,003.90",30.3,68,2.4,0,-
臺北,2016/5/29,22:05:00,"1,004.50",30.7,66,3.3,0,-
臺北,2016/5/29,21:05:00,"1,004.30",31.3,63,2.2,0,-
臺北,2016/5/29,20:05:00,"1,003.30",31.6,63,3.2,0,-
臺北,2016/5/29,19:05:00,"1,002.20",32.3,60,3.8,0,0
臺北,2016/5/29,18:05:00,"1,001.40",33.3,54,2.9,0,0.2
臺北,2016/5/29,17:05:00,"1,001.30",33.5,53,3.3,0,0.6
臺北,2016/5/29,16:05:00,"1,001.20",34.7,52,4.4,0,0.5
臺北,2016/5/29,15:05:00,"1,001.50",35,56,4.4,0,1
臺北,2016/5/29,14:05:00,"1,001.70",36.1,52,2.9,0,0.9
臺北,2016/5/29,13:05:00,"1,002.20",36.4,53,4.8,0,0.9
臺北,2016/5/29,12:05:00,"1,002.50",35.7,51,3.2,0,0.7
臺北,2016/5/29,11:05:00,"1,002.80",36,49,2.5,0,1
臺北,2016/5/29,10:05:00,"1,003.30",34.1,53,3.3,0,0.9
臺北,2016/5/29,09:05:00,"1,003.80",33.4,57,2.3,0,1
臺北,2016/5/29,08:05:00,"1,004.10",31.3,63,2.5,0,0.9
臺北,2016/5/29,07:05:00,"1,004.20",29,79,0.6,0,0.6
臺北,2016/5/29,06:05:00,"1,003.70",27.5,81,0.9,0,0
臺北,2016/5/29,05:05:00,"1,003.20",27.3,81,0.9,0,-
臺北,2016/5/29,04:05:00,"1,003.20",27.4,82,1.1,0,-
臺北,2016/5/29,03:05:00,"1,003.40",27.6,81,1,0,-
臺北,2016/5/29,02:05:00,"1,003.70",27.6,81,0.6,0,-
臺北,2016/5/29,01:05:00,"1,004.10",28,80,0.9,0,-
臺北,2016/5/29,00:05:00,"1,003.50",30.2,68,1.2,0,-
臺北,2016/5/28,23:05:00,"1,005.30",28.9,79,1,0,-
臺北,2016/5/28,22:05:00,"1,005.50",28.8,79,1.3,0,-
臺北,2016/5/28,21:05:00,"1,005.30",29.2,79,1.2,0,-
臺北,2016/5/28,20:05:00,"1,004.80",29.1,81,1.5,0,-
